waktu,tweets,Sentiment
2022-12-21 09:58:33,giat patroli dalam rangka laksana ppkm level batas mobilitas pindah masyarakat tempat diwilay,0
2022-12-21 09:57:44,menteri koordinator bidang ekonomi airlangga aku telah lapor bagai kesiap perintah belum ppk,1
2022-12-21 09:55:55,giat patroli gabung sama polsek sumberlawang dalam rangka laksana ppkm level i batas mobilitas per,0
2022-12-21 09:53:11,menko pmk muhadjir nilai cara de facto indonesia sudah keluar dari pandemi covid ppkm seperti tidak ada ini sebab,1
2022-12-21 09:51:52,menko pmk muhadjir nilai cara de facto indonesia sudah keluar dari pandemi covid ppkm seperti tidak ada in,1
2022-12-21 09:49:44,polsek benowo patroli ppkm level cegah langgar protokol sehat,1
2022-12-21 09:49:00,presiden joko jokowi widodo kata laku batas giat masyarakat ppkm akan hapus pada akh,1
2022-12-21 09:48:34,rutinitas tugas waspada ppkm level satu di wilayah bina  babinsa peduli ,1
2022-12-21 09:45:05,kami informasi kembali kcp mayor oking masuk ke dalam level ppkm ya namun kait tutup antre c,1
2022-12-21 09:43:55,dpr dukung perintah cabut ppkm level di akhir tahun,1
2022-12-21 09:43:44,nambah dua minggu sinting dan ppkm bareng miko di kost,1
2022-12-21 09:42:07,joko widodo akan terbit keppres henti ppkm pekan ini,1
2022-12-21 09:39:44,awal tahun telah libur nataru mungkin ppkm lagi ,1
2022-12-21 09:39:19,lihat saja nantippkm tidak laku saat jelang nataltapi nnti di bulan rhomadhon jika dibe,1
2022-12-21 09:38:26,ganti jadi ppkm baru,1
2022-12-21 09:37:26,presiden jokowi akhir tahun mungkin perintah akan henti ppkm,1
2022-12-21 09:31:49,sampai jumpa di ppkm edisi lebaran,1
2022-12-21 09:30:22,presiden jokowi nyata mungkin ppkm akan akhir pada akhir tahun,1
2022-12-21 09:29:39,perintah putus untuk tiada ppkm level pada desember atau satu harimasyarakat yang sudah vaksinasi b,1
2022-12-21 09:29:10,ppkm planga plongo kayak meong alias waw wew wow,0
2022-12-21 09:28:28,perintah putus untuk tiada ppkm level pada desember atau satu harimasyarakat yang sudah vaks,1
2022-12-21 09:25:42,pak jokowi akan menandatangi henti ppkm moga dengan tidak ada ppkm maka tidak ada lagi penola,1
2022-12-21 09:22:30,perintah keluar status endemi cara resmi dan cabut ppkm komentar kamu talk ahli virologi udayana bal,1
2022-12-21 09:21:59,lahhh masih ppkm  natal sampai tahun baru tidak ada covid jadi aman sentosa ,1
2022-12-21 09:21:27,perintah keluar status endemi cara resmi dan cabut ppkm komentar kamu talk ahli virologi udayana,1
2022-12-21 09:20:20,syukur virus baik apalgi akhir tahun dlm suasana nataru dan libur jd tidak ada ppkm sangat bahagia,1
2022-12-21 09:19:36,jokowi henti psbb dan ppkm akhir tahun ini,1
2022-12-21 09:18:21,jokowi menteri akan selesai kaji henti ppkm pada pekan ini bumninc,1
2022-12-21 09:14:10,jokowi beri sinyal setop status ppkm,1
2022-12-21 09:14:08,kasus covid landai presiden jokowi akhir tahun ini ppkm akan henti kasus covid di indonesia dipastik,1
2022-12-21 09:08:42,ppkm planga plongo kaya mukidi,1
2022-12-21 09:08:40,kasus covid landai jokowi akan akhir psbb ppkm pada akhir lewat,1
2022-12-21 09:08:15,ayooo bikin kakk aku ppkm btul enih,1
2022-12-21 09:07:13,gimana kalo besok pas event kita ppkm bareng,1
2022-12-21 09:07:02,camat mandalajati ikut rapat batas forkopimda satu tugas cepat tangan covid kota bandung sec,1
2022-12-21 09:06:02,kasus covid landai presiden jokowi beri sinyal cabut segala batas sosial akibat covid seperti pemberlakua,0
2022-12-21 09:05:40,turut epidemiolog ugm ppkm di indonesia sudah tidak urgen lagi,0
2022-12-21 09:05:30,bu mohon maaf bu kita tahu cepat atau lambat cerita ini akan tamat tapi m,1
2022-12-21 09:05:25,kasus covid terus tunjuk turun tren di akhir tahun catat hingga selasa desember kemarin k,1
2022-12-21 09:04:45,ini lah presiden yang tak tahu diri anak kau kawin aman saja,1
2022-12-21 09:03:03,kaji henti ppkm umum pekan ini angin segar ekonomi nasional,1
2022-12-21 09:02:47,sudah baca koqnanti jelang ramdhan ppkm tanpa henti sampai lebaran,1
2022-12-21 09:02:37,pandemi sdh ubah jd endemi menteri koordinator bangun manusia dan budaya menko pmk muhadjir effendy,1
2022-12-21 08:59:33,asik renti ppkm akhir taun tapi tetap gabisa kemanamana karena duit opso d,0
2022-12-21 08:56:55,pesta lagi dong pak pesta yu biar wacana ppkm nya undur sampe ,1
2022-12-21 08:51:54,presiden republik indonesia joko widodo atau jokowi ungkap bahwa indonesia akan segera akhir bijak pembatasa,0
2022-12-21 08:48:40,dokter ikan juru parkir dan empropjuber bentar lagi pasti ngetweet gin jangan buru dan gegabah pak pres,1
2022-12-21 08:47:08,kasus covid landai presiden jokowi beri sinyal cabut segala batas sosial akibat covid seperti p,0
2022-12-21 08:46:04,landai jokowi beri sinyal ppkm henti akhir,0
2022-12-21 08:46:04,ppkm cabut legislator pd dorong jokowi umum ri bebas covid detiknews,1
2022-12-21 08:44:25,memang ada beda ppkm dan ga ppkm,1
2022-12-21 08:43:52,akhir tahun henti ppkmawal maret jelas puasa ramadhan bagaimana bang ,1
2022-12-21 08:43:42,ayaka ppkm,1
2022-12-21 08:43:26,epidemiolog nilai ppkm sudah tidak milik nilai urgensi untuk lanjut,1
2022-12-21 08:42:58,henti ppkm makna lanjut di bulan puasa dan lebaran kali,1
2022-12-21 08:40:38,ga bosen bosen bilang ppkm plonga plongo kaya monyet,1
2022-12-21 08:38:18,ada kabar baik jokowi beri sinyal ppkm henti akhir tahun ,1
2022-12-21 08:37:05,jokowi perintah di akhir tahun mungkin nyata ppkm henti,1
2022-12-21 08:35:41,memang ppkm akhir kapan,1
2022-12-21 08:35:01,tinggal tunggu putus jokowi menko pmk indonesia siap akhir ppkm,0
2022-12-21 08:32:57,good news akhir tahun ppkm akhir akan henti bad news yang bilang pak jokowi,1
2022-12-21 08:32:46,status pandemi jokowi menteri selesai kaji henti ppkm pekan ini,1
2022-12-21 08:32:06,belakang ini kasus hari ada di angka dan mungkin nanti di akhir tahun kita akan nyata henti ps,1
2022-12-21 08:31:39,jadi tahun baru tgl untuk raya menang ganti sambut tahun brothersbrothers mana,1
2022-12-21 08:25:16,ppkm akan segera hapus menko airlangga pandemi sudah jadi endemi,1
